Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*46*1*3;COURS DE VINCENNES;E/F;Occupé;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*96*1*1;Berbier du Mets;Combo;Neutralisé;Oui;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*31*1*1;RUE SAINT JACQUES;T3;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*88*1*1;RUE REGNAULT;T3;Disponible;Non;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*74*1*1;RUE DE VOUILLE;T3;Occupé;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*3*1*1;AVENUE DE LA GRANDE ARMEE;Combo;Disponible;Oui;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*42*1*1;RUE LOUIS MURAT;E/F;Disponible;Non;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*38*1*1;RUE PERIGNON;E/F;Disponible;Non;2;Oui;BELIB;;RUE PERIGNON;75007;Paris;France;48.847931,2.309952
FR*V75*EBELI*38*1*1;RUE PERIGNON;Combo;Disponible;Oui;2;Oui;BELIB;;RUE PERIGNON;75007;Paris;France;48.847931,2.309952
FR*V75*EBELI*84*1*3;RUE LOUIS LUMIERE;Combo;Occupé;Oui;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*7*1*3;BOULEVARD VOLTAIRE;Combo;En diagnostic;Oui;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*10*1*3;AVENUE DU PÈRE LACHAISE;E/F;Hors communication;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*10*1*1;AVENUE DU PÈRE LACHAISE;T3;Hors communication;Non;13;Oui;BELIB;;AVENUE DU PÈRE LACHAISE;75020;Paris;France;48.86424,2.397724
FR*V75*EBELI*23*1*3;RUE SAINT MAUR;Combo;Hors communication;Oui;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*22*1*3;RUE LECOURBE;CHAdeMO;En diagnostic;Oui;170;Oui;BELIB;;RUE LECOURBE;75015;Paris;France;48.841529,2.298576
FR*V75*EBELI*72*1*3;RUE DE L'AMIRAL MOUCHEZ;CHAdeMO;Hors communication;Oui;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*87*1*1;RUE BOULEVARD DU TEMPLE;Combo;Disponible;Oui;27;Oui;BELIB;;BOULEVARD DU TEMPLE;75003;Paris;France;48.865097,2.36554
FR*V75*EBELI*19*1*1;RUE DE CRIMEE;Combo;Disponible;Oui;27;Oui;BELIB;;RUE DE CRIMEE;75019;Paris;France;48.877409,2.392178
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;E/F;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*28*1*3;RUE DE REAUMUR;CHAdeMO;Disponible;Oui;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*34*1*3;RUE DE RENNES;T3;Hors communication;Non;66;Oui;BELIB;;RUE DE RENNES;75006;Paris;France;48.8521255,2.3313459
FR*V75*EBELI*52*1*3;RUE FABERT;Combo;Hors communication;Oui;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*13*1*1;BOULEVARD DE CLICHY;CHAdeMO;Hors communication;Oui;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;T3;Disponible;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*27*1*3;RUE DE L'AMIRAL DE COLIGNY;E/F;Neutralisé;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*16*1*3;RUE CAULAINCOURT;T3;Hors communication;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*68*1*1;RUE DU FAUBOURG SAINT MARTIN;CHAdeMO;Disponible;Oui;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;Combo;Neutralisé;Oui;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;E/F;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*14*1*3;BOULEVARD DE VAUGIRARD;Combo;Disponible;Oui;43;Oui;BELIB;;BOULEVARD DE VAUGIRARD;75015;Paris;France;48.840977,2.317465
FR*V75*EBELI*14*1*2;BOULEVARD DE VAUGIRARD;E/F;Disponible;Non;43;Oui;BELIB;;BOULEVARD DE VAUGIRARD;75015;Paris;France;48.840977,2.317465
FR*V75*EBELI*14*1*1;BOULEVARD DE VAUGIRARD;T2;Disponible;Non;43;Oui;BELIB;;BOULEVARD DE VAUGIRARD;75015;Paris;France;48.840977,2.317465
FR*V75*EBELI*32*1*1;RUE MONGE;T2;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*92*1*1;Rue de La Convention;Combo;Disponible;Oui;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*92*1*1;Rue de La Convention;CHAdeMO;Disponible;Oui;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*92*1*3;Rue de La Convention;CHAdeMO;Disponible;Oui;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*86*1*2;RUE ORDENER;E/F;Disponible;Non;108;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;T3;Disponible;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*35*1*1;AVENUE DE SAXE;T3;Disponible;Non;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*80*1*1;RUE DES POISSONIERS;E/F;Disponible;Non;150;Oui;BELIB;;RUE DES POISSONIERS;75018;Paris;France;48.897671,2.352758
FR*V75*EBELI*5*1*1;AV DUTUIT;T3;Disponible;Non;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*5*1*2;AV DUTUIT;E/F;Occupé;Non;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*24*1*1;RUE VILLIOT;E/F;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;T3;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;T2;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;T3;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*89*1*2;RUE ADOLPHE MILLE;E/F;Disponible;Non;9;Oui;BELIB;;RUE ADOLPHE MILLE;75019;Paris;France;48.88842,2.388149
FR*V75*EBELI*93*1*1;Boulevard Emile Augier;CHAdeMO;Disponible;Oui;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*93*1*3;Boulevard Emile Augier;E/F;Disponible;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*67*1*1;PLACE DU COLONEL FABIEN;T3;Disponible;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*4*1*1;AVENUE VICTOR HUGO;T3;Disponible;Non;45;Oui;BELIB;;AVENUE VICTOR HUGO;75016;Paris;France;48.871465,2.289894
FR*V75*EBELI*96*1*1;Berbier du Mets;T3;Neutralisé;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*88*1*1;RUE REGNAULT;Combo;Disponible;Oui;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*88*1*3;RUE REGNAULT;CHAdeMO;Disponible;Oui;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*18*1*1;RUE CHARDON LAGACHE;Combo;Neutralisé;Oui;2;Oui;BELIB;;RUE CHARDON LAGACHE;75016;Paris;France;48.846761,2.268339
FR*V75*EBELI*48*1*3;BD VINCENT AURIOL;E/F;Disponible;Non;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*70*1*3;AVENUE DU GENERAL DODDS;T2;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*42*1*3;RUE LOUIS MURAT;CHAdeMO;Disponible;Oui;2;Oui;BELIB;;RUE LOUIS MURAT;75008;Paris;France;48.875854,2.309542
FR*V75*EBELI*7*1*3;BOULEVARD VOLTAIRE;CHAdeMO;En diagnostic;Oui;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*23*1*3;RUE SAINT MAUR;E/F;Hors communication;Non;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*23*1*1;RUE SAINT MAUR;Combo;Hors communication;Oui;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*85*1*1;RUE DE BELLEVILLE;T2;En diagnostic;Non;6;Oui;BELIB;;RUE DE BELLEVILLE;75020;Paris;France;48.872192,2.377671
FR*V75*EBELI*85*1*3;RUE DE BELLEVILLE;T2;En diagnostic;Non;6;Oui;BELIB;;RUE DE BELLEVILLE;75020;Paris;France;48.872192,2.377671
FR*V75*EBELI*85*1*3;RUE DE BELLEVILLE;T3;En diagnostic;Non;6;Oui;BELIB;;RUE DE BELLEVILLE;75020;Paris;France;48.872192,2.377671
FR*V75*EBELI*87*1*2;RUE BOULEVARD DU TEMPLE;E/F;Disponible;Non;27;Oui;BELIB;;BOULEVARD DU TEMPLE;75003;Paris;France;48.865097,2.36554
FR*V75*EBELI*28*1*1;RUE DE REAUMUR;CHAdeMO;Disponible;Oui;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*2*1*3;RUE LA FAYETTE;Combo;En diagnostic;Oui;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*52*1*3;RUE FABERT;CHAdeMO;Hors communication;Oui;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*65*1*3;RUE DE MEDICIS;T3;Hors communication;Non;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*6*1*1;PLACE ARMAND CARREL;E/F;Hors communication;Non;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*83*1*1;BOULEVARD SERURIER;T3;Disponible;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*83*1*2;BOULEVARD SERURIER;E/F;En maintenance;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*47*1*1;BOULEVARD MASSENA;E/F;En diagnostic;Non;107;Oui;BELIB;;BOULEVARD MASSENA;75013;Paris;France;48.820007,2.365661
FR*V75*EBELI*60*1*1;AVENUE GAMBETTA;Combo;Disponible;Oui;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*27*1*1;RUE DE L'AMIRAL DE COLIGNY;E/F;Disponible;Non;1;Oui;BELIB;;RUE DE L'AMIRAL DE COLIGNY;75001;Paris;France;48.86003,2.34046
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;E/F;Hors communication;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*68*1*1;RUE DU FAUBOURG SAINT MARTIN;T3;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*99*1*1;Rue de Crimée;CHAdeMO;Disponible;Oui;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*99*1*3;Rue de Crimée;CHAdeMO;Disponible;Oui;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*39*1*1;AVENUE DE VILLARS;T3;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*66*1*3;RUE DE SEVRES;T3;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*14*1*1;BOULEVARD DE VAUGIRARD;E/F;Disponible;Non;43;Oui;BELIB;;BOULEVARD DE VAUGIRARD;75015;Paris;France;48.840977,2.317465
FR*V75*EBELI*14*1*1;BOULEVARD DE VAUGIRARD;T3;Disponible;Non;43;Oui;BELIB;;BOULEVARD DE VAUGIRARD;75015;Paris;France;48.840977,2.317465
FR*V75*EBELI*41*1*3;RUE PIERRE CHARRON;Combo;Neutralisé;Oui;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*37*1*1;RUE DU BAC;E/F;Disponible;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*49*1*3;RUE DIDOT;T2;Disponible;Non;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*86*1*3;RUE ORDENER;Combo;Disponible;Oui;108;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*59*1*1;AVENUE DE LA PORTE DE VILLIERS;T2;Disponible;Non;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*5*1*1;AV DUTUIT;T2;Disponible;Non;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*24*1*2;RUE VILLIOT;E/F;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*50*1*3;AVENUE DU MAINE;T2;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*50*1*1;AVENUE DU MAINE;T3;Disponible;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*30*1*2;PLACE DU PANTHEON;E/F;Occupé;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*51*1*1;BD EDGARD QUINET;CHAdeMO;Disponible;Oui;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*75*1*1;AVENUE EMILE ZOLA;CHAdeMO;Disponible;Oui;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*75*1*3;AVENUE EMILE ZOLA;CHAdeMO;Disponible;Oui;18;Oui;BELIB;;AVENUE EMILE ZOLA;75015;Paris;France;48.846214,2.279884
FR*V75*EBELI*76*1*3;AVENUE HENRI MARTIN;E/F;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*9*1*2;AVENUE DES TERNES;E/F;Disponible;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*67*1*3;PLACE DU COLONEL FABIEN;E/F;Disponible;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*36*1*3;AVENUE BOSQUET;E/F;Occupé;Non;47;Oui;BELIB;;AV BOSQUET;75007;Paris;France;48.857552,2.30437
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;T2;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*91*1*3;RUE DES PYRENEES;CHAdeMO;Occupé;Oui;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*63*1*3;BOULEVARD DES CAPUCINES;T2;Disponible;Non;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;CHAdeMO;Occupé;Oui;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*3*1*1;AVENUE DE LA GRANDE ARMEE;T2;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*48*1*1;BD VINCENT AURIOL;T3;Disponible;Non;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*48*1*1;BD VINCENT AURIOL;CHAdeMO;Disponible;Oui;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*48*1*1;BD VINCENT AURIOL;T2;Disponible;Non;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*94*1*3;Rue Baron Leroy;T2;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*15*1*1;RUE ABEL;T2;Occupé;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
FR*V75*EBELI*79*1*1;BOULEVARD DE COURCELLES;E/F;Disponible;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;E/F;Neutralisé;Non;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*23*1*3;RUE SAINT MAUR;T2;Hors communication;Non;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*22*1*1;RUE LECOURBE;E/F;En diagnostic;Non;170;Oui;BELIB;;RUE LECOURBE;75015;Paris;France;48.841529,2.298576
FR*V75*EBELI*29*1*2;QUAI DU MARCHE NEUF;E/F;Hors communication;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*56*1*2;RUE ANTONIN MERCIE;E/F;En diagnostic;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;Combo;En diagnostic;Oui;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*33*1*3;RUE DANTON;E/F;Disponible;Non;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*34*1*3;RUE DE RENNES;E/F;Hors communication;Non;66;Oui;BELIB;;RUE DE RENNES;75006;Paris;France;48.8521255,2.3313459
FR*V75*EBELI*34*1*1;RUE DE RENNES;T3;Hors communication;Non;66;Oui;BELIB;;RUE DE RENNES;75006;Paris;France;48.8521255,2.3313459
FR*V75*EBELI*65*1*1;RUE DE MEDICIS;CHAdeMO;Hors communication;Oui;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*65*1*1;RUE DE MEDICIS;T2;Hors communication;Non;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;E/F;Hors communication;Non;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*57*1*3;AVENUE GOURGAUD;Combo;Disponible;Oui;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;Combo;Disponible;Oui;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*8*1*3;AVENUE DE FLANDRE;CHAdeMO;Hors communication;Oui;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*47*1*3;BOULEVARD MASSENA;CHAdeMO;En diagnostic;Oui;107;Oui;BELIB;;BOULEVARD MASSENA;75013;Paris;France;48.820007,2.365661
FR*V75*EBELI*98*1*1;Quai Henry IV;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*64*1*1;52 RUE ETIENNE MARCEL;E/F;Disponible;Non;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;T3;Neutralisé;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*68*1*3;RUE DU FAUBOURG SAINT MARTIN;T2;Neutralisé;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;E/F;En diagnostic;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*53*1*1;RUE DESNOUETTES;CHAdeMO;En diagnostic;Oui;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*82*1*3;RUE RIQUET;E/F;Neutralisé;Non;39;Oui;BELIB;;RUE RIQUET;75019;Paris;France;48.889011,2.371768
FR*V75*EBELI*32*1*1;RUE MONGE;CHAdeMO;Disponible;Oui;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*49*1*1;RUE DIDOT;Combo;Disponible;Oui;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*86*1*1;RUE ORDENER;T2;Disponible;Non;108;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*86*1*1;RUE ORDENER;T3;Disponible;Non;108;Oui;BELIB;;RUE ORDENER;75018;Paris;France;48.89061,2.35423
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;CHAdeMO;Disponible;Oui;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*81*1*1;AVENUE DE SAINT OUEN;E/F;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*89*1*1;RUE ADOLPHE MILLE;E/F;Disponible;Non;9;Oui;BELIB;;RUE ADOLPHE MILLE;75019;Paris;France;48.88842,2.388149
FR*V75*EBELI*67*1*1;PLACE DU COLONEL FABIEN;E/F;Disponible;Non;9;Oui;BELIB;;PLACE DU COLONEL FABIEN;75010;Paris;France;48.878799,2.368851
FR*V75*EBELI*4*1*3;AVENUE VICTOR HUGO;CHAdeMO;Neutralisé;Oui;45;Oui;BELIB;;AVENUE VICTOR HUGO;75016;Paris;France;48.871465,2.289894
FR*V75*EBELI*4*1*1;AVENUE VICTOR HUGO;Combo;Disponible;Oui;45;Oui;BELIB;;AVENUE VICTOR HUGO;75016;Paris;France;48.871465,2.289894
FR*V75*EBELI*4*1*1;AVENUE VICTOR HUGO;T2;Disponible;Non;45;Oui;BELIB;;AVENUE VICTOR HUGO;75016;Paris;France;48.871465,2.289894
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;T3;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*63*1*1;BOULEVARD DES CAPUCINES;E/F;Disponible;Non;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
FR*V75*EBELI*46*1*3;COURS DE VINCENNES;T2;Occupé;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*96*1*3;Berbier du Mets;T2;Disponible;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*88*1*3;RUE REGNAULT;E/F;Disponible;Non;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*74*1*3;RUE DE VOUILLE;E/F;Disponible;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*18*1*3;RUE CHARDON LAGACHE;T3;Disponible;Non;2;Oui;BELIB;;RUE CHARDON LAGACHE;75016;Paris;France;48.846761,2.268339
FR*V75*EBELI*48*1*3;BD VINCENT AURIOL;T3;Disponible;Non;137;Oui;BELIB;;BD VINCENT AURIOL;75013;Paris;France;48.832893,2.363025
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;T3;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*15*1*1;RUE ABEL;T3;Occupé;Non;2;Oui;BELIB;;Rue Abel;75012;Paris;France;48.846295,2.3748774
